,Unnamed: 0,BLOCK,LOT,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,SALE PRICE
4653,5964,1708,41,10029,0,1,2523,7275,1900,4,3700000
4659,5984,1620,40,10029,0,2,17163,12368,1968,4,6925000
4661,5989,2059,104,10031,1,0,1799,5810,1899,1,4650000
4662,5990,2060,24,10031,1,0,1898,3876,1901,1,950000
4663,5992,2060,38,10031,1,0,1998,4730,1901,1,72500
4664,5994,2067,40,10031,1,0,1340,4944,1899,1,3395000
4665,5995,2073,40,10031,1,0,1080,2394,1910,1,2800000
4666,5996,2093,134,10031,1,0,1499,2307,1926,1,1950000
4667,5997,2058,20,10031,2,0,1799,4369,1901,1,3175000
4668,5998,2058,156,10031,2,0,1632,4464,1899,1,3000000
4669,5999,2059,47,10031,2,0,2447,3708,1901,1,3125000
4670,6000,2062,31,10031,2,0,1199,3360,1901,1,15000
4671,6002,2067,56,10031,2,0,1582,3108,1899,1,2036500
4672,6003,2067,154,10031,2,0,1582,2688,1899,1,2600000
4673,6004,2076,25,10031,2,0,1674,3480,1910,1,2450000
4674,6005,2084,9,10031,2,0,1499,2340,1899,1,1150000
4675,6007,2087,23,10031,2,0,1649,2796,1901,1,1700000
4676,6008,2094,26,10031,2,0,1249,2640,1901,1,2420000
4677,6010,2061,34,10031,3,0,1672,5272,1920,1,2650000
4678,6014,2073,16,10031,3,0,1599,4755,1910,1,2075000
4679,6016,2080,143,10031,3,0,1499,2868,1910,1,2475000
4680,6017,2081,13,10031,3,0,1665,3334,1910,1,2400000
4681,6018,2089,121,10031,3,0,1499,2180,1910,1,1700000
4683,6020,2058,104,10031,4,0,1799,4590,1920,2,2350000
4684,6021,2059,17,10031,6,0,2367,4479,1920,2,1400000
4685,6022,2060,154,10031,4,0,1998,4816,1926,2,1600000
4686,6023,2061,17,10031,7,0,750,1800,1920,2,2650000
4687,6025,2061,21,10031,4,0,1424,2265,1920,2,1995000
4688,6027,2061,26,10031,6,0,1649,2670,1920,2,2395000
4689,6029,2063,17,10031,5,0,1360,2688,1926,2,2420000
4690,6030,2063,26,10031,5,0,1998,4784,1899,2,2000000
4691,6031,2063,41,10031,4,0,1898,4112,1899,2,2100000
4692,6032,2064,43,10031,4,0,1352,2520,1926,2,1600000
4693,6034,2064,60,10031,16,2,3994,12596,1926,2,175000
4694,6035,2068,2,10032,20,0,2500,9615,1940,2,14000000
4695,6038,2073,19,10031,4,0,1599,3604,1920,2,1320000
4696,6040,2074,117,10031,4,0,1599,2637,1926,2,2250000
4697,6043,2089,18,10031,8,0,1500,2202,1926,2,1200000
4698,6046,2075,43,10031,30,0,8743,45000,1910,2,6539584
4699,6047,2090,40,10031,68,0,12488,51570,1924,2,25000000
4700,6048,2091,48,10031,74,0,12000,102068,1911,2,32000000
4757,6117,2068,43,10032,0,1,2500,4200,1926,4,1500000
4758,6119,2101,58,10031,0,4,11873,19186,1926,4,1090101
4759,6120,2066,33,10031,0,1,2200,9842,1926,4,3500000
4760,6122,2065,12,10031,0,2,4996,19200,1926,4,2600000
4762,6124,2065,7,10031,0,1,7435,37165,1910,4,15600000
4764,6127,2067,1,10031,0,1,6072,11500,1952,4,8000000
4765,6128,2074,119,10031,2,1,1599,3516,1926,4,2890000
4766,6129,2071,141,10031,1,0,1499,2845,1899,1,2260000
4767,6130,2071,52,10031,2,0,1088,3260,1899,1,1512500
4768,6131,1967,73,10027,10,0,846,1850,1926,2,1445000
4769,6132,1967,173,10027,6,0,799,1850,1926,2,1500000
4770,6133,2070,47,10031,21,0,4996,17265,1910,2,6800000
4771,6134,2071,21,10031,21,0,4996,17540,1910,2,6800000
4772,6135,1988,127,10031,37,2,9992,41520,1926,2,14500000
4773,6136,1999,36,10027,50,5,10625,53340,1905,2,7630400
4774,6137,2002,52,10031,26,0,6495,27810,1905,2,1540000
4796,6166,1969,5,10027,0,1,11643,11579,1900,4,3450000
4797,6167,2215,510,10463,1,0,1219,1224,1920,1,635000
4798,6168,2215,510,10463,1,0,1219,1224,1920,1,307242
4800,6173,2215,193,10463,21,0,3600,12670,1915,2,2110000
4801,6174,2215,197,10463,18,2,3475,14320,1915,2,3470000
4802,6175,2215,530,10463,9,1,3539,12600,1924,2,2085000
4803,6176,2218,1,10034,25,0,3500,13265,1925,2,5700000
4804,6177,2220,11,10034,25,0,8000,22805,1915,2,63600000
4805,6184,2220,31,10034,29,0,6000,22320,1935,2,5832500
4806,6191,2226,15,10034,17,0,3750,12224,1910,2,2850000
4807,6192,2234,5,10034,36,0,7550,24985,1924,2,10350000
4808,6194,2250,78,10034,20,0,7000,19020,1926,2,6900000
4809,6196,2242,26,10034,48,0,7500,30896,1930,2,12900000
4810,6197,2248,24,10034,61,0,14375,61584,1927,2,19200000
4811,6198,2250,80,10034,60,1,13625,54261,1925,2,17700000
4885,6281,2215,68,10463,0,2,7500,3200,1926,4,1062000
4886,6283,2199,11,10034,0,2,24875,7000,1973,4,1400000
4887,6284,2199,11,10034,0,2,24875,7000,1973,4,1827000
4888,6286,733,63,10018,2,1,2469,4747,1910,1,6100000
4889,6287,734,9,10018,24,0,2468,8214,1900,2,7950000
4890,6290,736,39,10018,9,1,2469,7720,1900,2,4840000
4911,6312,705,45,10001,0,1,9875,11250,1900,4,124700000
4912,6313,708,48,10018,0,2,2468,6957,1910,4,5000000
4913,6316,731,70,10001,0,1,1975,7920,1968,4,9180000
4914,6317,732,36,10001,0,2,39779,350000,1962,4,330000000
4915,6318,705,46,10001,0,6,28637,265562,1910,4,5300000
4916,6319,733,60,10018,0,1,2469,20344,1999,4,18500000
4918,6327,924,11,10003,2,0,1840,2880,1910,1,4600000
4919,6328,924,45,10003,2,0,1794,3800,1910,1,3900000
4920,6329,935,57,10016,2,1,2107,2898,1899,1,5750000
4921,6330,924,4,10003,10,0,2167,5720,1910,2,6650000
4922,6331,939,27,10016,18,0,2469,10625,1940,2,7200000
4923,6332,934,1,10016,894,8,141836,829024,1975,2,620000000
4924,6333,935,53,10016,67,3,6164,47820,1986,2,52000000
5188,6681,929,38,10010,0,254,18344,113056,2015,4,174000000
5189,6687,923,26,10003,0,1,4078,1900,2000,4,13000000
5190,6688,923,31,10003,184,1,13248,146246,1969,4,46500000
5191,6689,923,35,10003,6,1,1840,4132,1910,4,27500000
5192,6693,928,15,10010,0,1,4938,12226,1910,4,14700000
5195,6697,471,2,10013,1,0,1016,3700,1800,1,7090000
5196,6698,480,1,10013,26,3,1792,14931,1900,2,15200000
5197,6699,494,28,10012,18,2,2575,9170,1900,2,9500000
5218,6732,478,33,10012,2,2,2529,6875,1900,4,23500000
5219,6735,479,40,10013,0,8,5677,32214,1920,4,11000000
5220,6739,271,45,10002,19,2,2612,10230,1900,2,5060000
5221,6740,273,20,10002,20,4,2115,11321,1901,2,9200000
5222,6743,283,91,10002,8,2,1605,7535,1900,2,4400000
5223,6744,297,24,10002,22,2,2188,8506,1910,2,11400000
5224,6745,344,43,10002,10,0,2125,9990,1900,2,9600000
5225,6747,350,1,10002,19,0,1650,7425,1910,2,7550000
5226,6749,411,18,10002,15,4,2139,12168,1920,2,12900000
5227,6750,411,21,10002,20,2,2187,11000,1900,2,10000000
5228,6752,411,23,10002,8,2,2188,8421,1900,2,5500000
5229,6756,345,17,10002,78,0,8000,57128,2014,2,61500000
5230,6757,408,28,10002,20,2,4428,23030,2013,2,21200000
5419,6990,299,32,10002,3,1,1000,4980,1900,2,5250000
5420,6992,353,22,10002,4,1,2533,11141,1920,2,9800000
5429,7005,298,10,10002,2,2,1625,4544,1900,4,6988000
5430,7006,345,1,10002,0,1,1765,1750,1965,4,3800000
5431,7007,408,24,10002,0,10,2975,5338,1900,4,6000000
5432,7008,409,41,10002,0,1,3372,5930,1920,4,9000000
5433,7009,410,67,10002,0,1,2220,7520,1900,4,8000000
5434,7012,424,11,10002,3,1,2565,5696,1910,4,8700000
5435,7013,426,27,10002,0,1,2500,5000,1900,4,8000000
5436,7014,274,1,10002,0,7,2500,12166,1900,4,9575000
5437,7015,310,17,10002,0,1,1050,3823,1910,4,3600000
5438,7016,411,41,10002,0,1,2003,13000,2007,4,15500000
5439,7017,415,66,10002,0,1,2214,39064,2009,4,30750000
5440,7019,417,11,10002,0,1,2182,14554,1900,4,16750000
5442,7023,422,49,10002,0,1,7384,24800,2000,4,31500000
5444,7025,308,23,10002,0,2,2222,12438,1900,4,11350000
5449,7040,1847,11,10026,3,0,1682,3333,1900,1,3075000
5452,7043,1836,20,10025,36,0,3550,14268,1900,2,2350000
5453,7044,1837,26,10025,20,0,3835,12805,1930,2,10350000
5454,7045,1842,21,10025,20,0,3028,11390,1920,2,9400000
5455,7046,1842,62,10025,10,2,1875,7540,1900,2,4554000
5456,7047,1843,1,10025,14,1,2517,12215,1917,2,7595000
5457,7054,1845,58,10025,30,0,5229,20412,1925,2,17000000
5458,7056,1846,37,10026,15,0,3364,12310,1910,2,8600000
5459,7059,1847,7,10026,12,0,1682,3332,1900,2,2200000
5460,7060,1847,61,10026,20,0,2624,8915,1900,2,7150000
5461,7061,1848,5,10026,10,0,2018,8125,1900,2,349622
5462,7063,1848,12,10026,13,1,2542,11795,1900,2,622843
5463,7064,1842,53,10025,25,0,4920,25144,1940,2,38250000
5464,7067,1842,59,10025,25,0,4920,25144,1940,2,12750000
5465,7068,1843,22,10025,30,0,7569,31818,1905,2,17052000
5736,7442,1275,59,10017,0,26,9250,170230,1923,4,90000000
5737,7443,1275,59,10017,0,26,9250,170230,1923,4,90000000
5738,7445,1287,10,10022,0,1,2761,13349,1915,4,30000000
5739,7446,1291,21,10022,0,1,7541,125495,1922,4,155000000
5740,7447,1301,1,10167,0,35,81336,1586886,1966,4,2210000000
5741,7450,1312,24,10022,0,12,5020,58458,1926,4,62750000
5742,7451,1289,107,10022,0,2,2108,5460,1940,4,15250000
5743,7452,1292,69,10022,0,1,10677,119867,1940,4,131667000
5744,7453,1300,26,10017,0,4,2008,5468,1926,4,7500000
5745,7455,1283,11,10017,0,9,7531,0,1910,4,84250000
5756,7474,1322,8,10017,1,0,1665,3060,1899,1,5000000
5757,7476,1326,18,10022,1,0,1506,3240,1899,1,5200000
5758,7477,1322,115,10017,2,0,2008,4800,1899,1,7000000
5759,7484,1344,45,10022,3,0,1908,4500,1910,1,5700000
5760,7485,1370,105,10022,3,0,1674,3200,1899,1,4500000
5761,7487,1319,30,10017,12,1,2510,9145,1900,2,7250000
5762,7490,1343,34,10022,7,0,2008,5312,1920,2,5500000
5763,7491,1343,134,10022,9,0,2008,5812,1920,2,7100000
5764,7492,1344,47,10022,4,0,1907,3952,1950,2,4625000
5765,7495,1350,27,10022,16,2,1856,7370,1930,2,2950000
5766,7499,1369,35,10022,8,1,2058,4960,1900,2,86000000
5767,7504,1347,42,10022,41,0,5021,25040,1958,2,16975000
6073,7837,1341,44,10017,102,0,7531,60043,1959,2,318000
6750,8654,1325,28,10022,3,1,1400,4640,1901,2,5500000
6790,8699,1324,21,10022,0,1,5524,3802,1910,4,1120000
6791,8700,1324,21,10022,0,1,5524,3802,1910,4,1500000
6792,8702,1326,30,10022,1,2,1895,3350,1900,4,5500000
6821,8895,1026,35,10019,9,2,2500,11619,1909,2,8250000
6822,8896,1036,45,10036,12,2,4017,7316,1920,2,12500000
6823,8900,1039,62,10019,16,1,2278,9805,1920,2,12075000
6824,8902,1041,60,10019,15,0,2510,9725,1920,2,5400000
6825,8906,1026,29,10019,23,4,5042,25248,1910,2,62390625
6826,8912,1045,6,10019,33,2,6387,34810,2014,2,34000000
7379,9593,1025,54,10019,0,59,11750,134441,1911,4,83126000
7380,9594,1026,21,10019,0,2,8848,52150,1918,4,268124175
7381,9595,1026,31,10019,0,4,2500,7392,1910,4,30937500
7382,9596,1037,109,10036,1,2,1968,4043,1920,4,8171775
7383,9597,1260,28,10036,0,14,7532,52851,1914,4,68000000
7384,9598,1260,64,10036,0,62,4016,58538,1914,4,50000000
7385,9600,1263,1,10036,0,42,2900,21600,1960,4,43100000
7386,9603,1270,15,10019,0,5,2008,6848,1920,4,10675000
7387,9608,1001,11,10036,0,1,1903,10167,1920,4,13010500
7388,9609,1009,37,10019,0,2,7532,112850,2007,4,20000
7389,9610,1009,37,10019,0,2,7532,112850,2007,4,19000
7390,9611,1009,37,10019,0,2,7532,112850,2007,4,17480
7391,9612,1009,37,10019,0,2,7532,112850,2007,4,20682
7392,9615,1009,37,10019,0,2,7532,112850,2007,4,33900
7393,9616,1009,37,10019,0,2,7532,112850,2007,4,33900
7394,9617,1009,37,10019,0,2,7532,112850,2007,4,49900
7395,9618,1009,37,10019,0,2,7532,112850,2007,4,33900
7396,9619,1009,37,10019,0,2,7532,112850,2007,4,49900
7397,9620,1009,37,10019,0,2,7532,112850,2007,4,33900
7398,9621,1009,37,10019,0,2,7532,112850,2007,4,33900
7399,9622,1009,37,10019,0,2,7532,112850,2007,4,49302
7400,9623,1009,37,10019,0,2,7532,112850,2007,4,33900
7401,9624,1009,37,10019,0,2,7532,112850,2007,4,49900
7402,9625,1009,37,10019,0,2,7532,112850,2007,4,33900
7403,9626,1009,37,10019,0,2,7532,112850,2007,4,33900
7404,9627,1009,37,10019,0,2,7532,112850,2007,4,33900
7405,9628,1009,37,10019,0,2,7532,112850,2007,4,149700
7406,9629,1009,37,10019,0,2,7532,112850,2007,4,49900
7407,9630,1009,37,10019,0,2,7532,112850,2007,4,88920
7408,9631,1009,37,10019,0,2,7532,112850,2007,4,53910
7409,9632,1009,37,10019,0,2,7532,112850,2007,4,53910
7410,9633,1009,37,10019,0,2,7532,112850,2007,4,53910
7411,9634,1009,37,10019,0,2,7532,112850,2007,4,83644
7412,9635,1009,37,10019,0,2,7532,112850,2007,4,107820
7413,9636,1009,37,10019,0,2,7532,112850,2007,4,131881
7414,9637,1009,37,10019,0,2,7532,112850,2007,4,53910
7415,9638,1009,37,10019,0,2,7532,112850,2007,4,215640
7416,9639,1009,37,10019,0,2,7532,112850,2007,4,107820
7417,9640,1009,37,10019,0,2,7532,112850,2007,4,33900
7418,9641,1009,37,10019,0,2,7532,112850,2007,4,49900
7419,9642,1009,37,10019,0,2,7532,112850,2007,4,49900
7420,9643,1009,37,10019,0,2,7532,112850,2007,4,33900
7421,9644,1009,37,10019,0,2,7532,112850,2007,4,33900
7422,9645,1009,37,10019,0,2,7532,112850,2007,4,49900
7423,9646,1009,37,10019,0,2,7532,112850,2007,4,33900
7424,9647,1009,37,10019,0,2,7532,112850,2007,4,49900
7425,9648,1009,37,10019,0,2,7532,112850,2007,4,33900
7426,9649,1009,37,10019,0,2,7532,112850,2007,4,149700
7427,9650,1009,37,10019,0,2,7532,112850,2007,4,99800
7428,9651,1009,37,10019,0,2,7532,112850,2007,4,74700
7429,9652,1009,37,10019,0,2,7532,112850,2007,4,49900
7430,9653,1009,37,10019,0,2,7532,112850,2007,4,49900
7431,9654,1009,37,10019,0,2,7532,112850,2007,4,49900
7432,9655,1009,37,10019,0,2,7532,112850,2007,4,33900
7433,9656,1009,37,10019,0,2,7532,112850,2007,4,88920
7434,9657,1009,37,10019,0,2,7532,112850,2007,4,33900
7435,9658,1009,37,10019,0,2,7532,112850,2007,4,49900
7436,9659,1009,37,10019,0,2,7532,112850,2007,4,53910
7437,9660,1009,37,10019,0,2,7532,112850,2007,4,88920
7438,9661,1009,37,10019,0,2,7532,112850,2007,4,53910
7439,9662,1009,37,10019,0,2,7532,112850,2007,4,38160
7440,9663,1009,37,10019,0,2,7532,112850,2007,4,38160
7441,9664,1009,37,10019,0,2,7532,112850,2007,4,40370
7442,9665,1009,37,10019,0,2,7532,112850,2007,4,81259
7443,9666,1009,37,10019,0,2,7532,112850,2007,4,95080
7444,9675,1009,37,10019,0,2,7532,112850,2007,4,20600
7445,9677,1009,37,10019,0,2,7532,112850,2007,4,10000
7446,9678,1259,11,10036,0,3,10041,103750,1900,4,53000000
7447,9682,1270,45,10019,8,3,2008,8950,1920,4,83000000
7448,9688,1015,51,10036,0,1,7225,34462,1924,4,5000000
7561,9882,893,71,10016,1,0,495,1920,1910,1,3850000
7562,9883,893,74,10016,1,0,491,1824,1910,1,2650000
7564,9886,859,84,10016,8,1,1728,5719,1925,2,4584000
7565,9887,867,25,10016,10,0,2469,7202,1925,2,13500000
7566,9888,886,33,10016,10,0,1975,6895,1910,2,4800000
7567,9890,892,15,10016,7,0,1492,4304,1910,2,4225000
7568,9891,894,18,10016,9,1,1425,5844,1910,2,7037500
7569,9892,894,38,10016,11,0,2469,6357,1920,2,6052000
7570,9893,895,11,10016,8,1,1646,4018,1910,2,5600000
7571,9894,914,61,10016,12,1,2027,8510,1930,2,7200000
7572,9897,893,15,10016,12,0,2469,7080,1920,2,7463000
7573,9898,895,82,10016,35,2,3950,26178,1925,2,27500000
7787,10125,915,38,10016,121,0,12343,91745,1955,2,650000
7845,10185,859,1401,10016,18,0,0,28801,2013,2,3584743
8042,10438,858,52,10016,6,2,2057,5997,1920,2,12000000
8043,10439,859,88,10016,6,2,2300,9280,1925,2,12000000
8044,10440,885,86,10016,6,1,1580,5875,1920,2,7150000
8045,10441,888,46,10016,3,1,625,2500,1910,2,2350000
8060,10459,858,53,10016,0,9,2469,14094,1910,4,20000000
8061,10460,858,54,10016,0,5,4938,21885,1903,4,36153620
8062,10461,860,65,10016,0,6,2850,15300,1903,4,14500000
8063,10463,868,49,10016,0,6,2024,9840,1915,4,9900000
8064,10464,893,11,10016,6,1,1975,4460,1910,4,5700000
8065,10465,914,25,10016,0,4,2469,11905,1920,4,8250000
8066,10466,858,34,10016,3,1,2173,7150,1925,4,6050000
8067,10467,867,20,10016,0,1,4975,71043,1926,4,37000000
8068,10468,889,55,10016,0,2,10399,176584,1987,4,118000000
8097,10520,1373,2001,10044,52,0,23774,38428,2014,2,23296741
8140,10575,489,22,10012,2,0,1755,2239,1899,1,8000000
8141,10576,499,6,10012,2,1,2500,7000,1910,1,43500000
8142,10578,520,27,10014,2,0,1235,3300,1899,1,2056500
8143,10581,489,36,10012,34,2,4000,15918,1900,2,21055000
8144,10582,491,1,10013,20,5,3120,14737,1925,2,15750000
8145,10583,496,35,10012,8,2,1927,7690,1920,2,14500000
8146,10584,517,31,10012,16,2,2467,9583,1900,2,12000000
8147,10587,520,53,10014,4,0,2352,5298,1920,2,10250000
8237,10694,230,1402,10013,10,2,6185,15655,1880,2,8146000
8339,10809,520,79,10012,5,1,1937,5240,1920,2,9850000
8363,10835,474,1,10013,0,11,11067,47621,1900,4,11330648
8364,10836,474,1,10013,0,11,11067,47621,1900,4,13226118
8365,10839,485,37,10013,0,1,2500,10630,1920,4,17340000
8366,10842,580,19,10013,0,8,7500,51000,1925,4,64900000
8367,10844,209,35,10013,0,4,2362,11000,1915,4,10500000
8368,10845,231,1,10013,0,1,907,1748,1910,4,5400000
8369,10846,231,11,10013,0,4,2504,4808,1910,4,28000000
8370,10848,482,28,10012,0,2,2500,4000,1900,4,8400000
8371,10850,489,25,10012,0,2,2850,5380,1910,4,23565000
8372,10856,513,28,10012,0,1,4600,18120,1920,4,93000000
8382,10887,92,3,10038,12,1,3480,31073,1908,2,19000000
8967,11592,218,1,10013,4,2,2611,12500,1915,2,17750000
9013,11649,212,18,10013,9,17,13867,79642,1900,4,90000000
9014,11650,211,29,10013,0,1,10622,160545,2007,4,109915000
9030,11684,1380,143,10065,1,0,2008,9600,1922,1,24175000
9031,11686,1383,32,10065,1,0,2510,8200,1910,1,20400000
9032,11687,1387,65,10021,1,0,2299,6230,1899,1,41000000
9033,11689,1389,133,10021,1,0,1839,6282,1901,1,200000
9034,11690,1391,8,10021,1,0,2507,6860,1923,1,8300000
9035,11691,1391,8,10021,1,0,2507,6860,1923,1,33200000
9036,11692,1398,64,10065,1,0,2000,4500,1915,1,14000000
9037,11693,1400,42,10065,1,0,1858,3969,1899,1,10500000
9038,11694,1404,65,10021,1,0,1992,6480,1901,1,19000000
9039,11695,1404,147,10021,1,1,1983,5994,1901,1,9350000
9040,11701,1409,23,10021,1,0,1890,4608,1910,1,9900000
9041,11702,1412,167,10075,1,0,1839,5436,1899,1,4250000
9042,11705,1417,31,10065,1,0,2510,10000,1925,1,18500000
9043,11706,1422,129,10065,1,0,1674,3585,1899,1,6000000
9044,11707,1426,18,10021,1,0,1890,2700,1899,1,6350000
9045,11708,1433,20,10075,1,0,1413,2600,1899,1,4000000
9046,11709,1388,47,10021,2,0,2043,6216,1901,1,17500000
9047,11710,1398,66,10065,2,0,1255,3012,1899,1,6000000
9048,11711,1404,43,10021,2,0,1818,3910,1901,1,11200000
9049,11712,1404,43,10021,2,0,1818,3910,1901,1,10500000
9050,11713,1405,60,10021,2,0,2209,4842,1920,1,18000000
9051,11715,1415,32,10065,2,0,2008,3814,1910,1,7245000
9052,11716,1415,39,10065,2,0,2008,4000,1910,1,7050000
9053,11718,1422,136,10065,2,0,1817,3456,1899,1,8000000
9054,11719,1437,19,10065,2,0,1707,2584,1910,1,3850000
9055,11721,1416,132,10065,3,0,2008,3600,1905,1,6982500
9056,11723,1397,130,10065,4,0,1600,3810,1899,2,7220500
9057,11724,1415,11,10022,9,1,2010,6720,1910,2,5650000
9058,11725,1428,32,10021,5,0,1703,4600,1920,2,5850000
9059,11726,1428,40,10021,15,0,2554,9150,1910,2,8500000
9060,11727,1428,120,10021,8,2,1277,5135,1920,2,9890400
9061,11728,1429,1,10021,15,2,1574,6074,1915,2,15000000
9062,11729,1429,3,10021,8,1,2200,6100,1915,2,26000000
9063,11731,1429,12,10021,13,2,2554,8800,1915,2,8500000
9064,11733,1440,17,10065,22,2,3347,13269,1910,2,10422691
9065,11734,1449,9,10021,17,2,2554,8395,1910,2,16500000
9066,11736,1450,7,10021,27,2,3831,15935,1910,2,11657442
9067,11738,1450,22,10021,8,1,2377,8370,1910,2,9800000
9068,11741,1460,31,10065,10,0,2694,8910,1910,2,5400000
9069,11742,1468,34,10021,20,0,2554,8395,1910,2,6724153
9070,11744,1472,40,10075,16,0,2682,6004,1910,2,11200000
9071,11746,1490,1,10075,184,8,22681,98622,1911,2,1500000
9072,11758,1378,41,10065,4,1,2008,8740,1920,2,13000000
9102,11790,1473,20,10075,13,2,2554,7016,1910,2,6600000
9323,12037,1397,33,10065,70,5,10498,150741,1963,2,75652
9787,12539,1450,23,10021,369,5,35975,388735,1966,2,10050
10293,13177,1378,122,10065,6,1,2000,9276,1900,2,61500000
10294,13178,1395,4,10022,6,2,2008,5360,1910,2,5950000
10295,13179,1397,24,10065,6,2,2506,5332,1910,2,5500000
10463,13367,1375,146,10065,0,1,2510,10345,1900,4,32000000
10464,13368,1379,14,10065,0,1,4117,18860,1932,4,79500000
10465,13369,1379,33,10065,0,2,2510,11854,1910,4,28000000
10466,13370,1396,7,10065,0,32,5723,58298,1930,4,730000
10467,13371,1408,27,10021,1,2,2554,5795,1920,4,19250000
10468,13372,1415,10,10022,4,2,2008,5440,1910,4,5200000
10469,13373,1433,21,10075,0,6,2826,17618,2008,4,17000000
10470,13374,1465,7,10021,0,1,2766,14166,1920,4,17000000
10471,13380,1412,53,10075,4,2,1443,5472,1910,4,52500
10473,13384,1383,35,10065,0,4,2642,11235,1926,4,25000000
10489,13423,1493,63,10028,1,0,2248,9300,1901,1,9148120
10490,13425,1494,24,10028,1,0,1839,5365,1910,1,8950000
10491,13428,1495,11,10028,1,0,2043,5900,1925,1,18500000
10492,13429,1504,164,10128,1,0,1963,4501,1899,1,8900000
10493,13430,1505,16,10128,1,1,1167,3536,1901,1,5925000
10494,13431,1505,19,10128,1,1,1404,3460,1910,1,6210000
10495,13432,1506,160,10128,1,0,1916,6680,1910,1,12500000
10496,13433,1511,27,10028,1,0,1572,3420,1899,1,7000000
10497,13434,1511,127,10028,1,0,1572,3420,1899,1,7000000
10498,13437,1523,27,10128,1,0,1888,3564,1899,1,5750000
10499,13438,1524,11,10128,1,0,1711,3536,1910,1,7450000
10500,13441,1583,121,10028,1,0,998,3507,1890,1,6500000
10501,13442,1583,127,10128,1,0,692,1824,1899,1,4495000
10502,13449,1512,9,10028,2,0,2554,5072,1910,1,21000000
10503,13450,1523,10,10128,2,0,1678,3072,1899,1,6787500
10504,13453,1503,145,10128,3,0,1812,3888,1899,1,6895000
10505,13455,1504,60,10128,10,0,2013,6090,1910,2,9850000
10506,13456,1506,61,10128,4,0,1611,4040,1920,2,6500000
10507,13457,1510,45,10028,20,0,2554,9835,1920,2,19400000
10508,13459,1517,149,10128,8,0,2105,5404,1910,2,5075000
10509,13462,1521,40,10128,50,4,5221,20831,1910,2,20000000
10510,13463,1521,163,10128,5,0,1695,2136,1910,2,4450000
10511,13464,1526,33,10028,15,0,2596,6716,1920,2,6000000
10512,13467,1530,21,10028,11,1,2218,8468,1988,2,9100000
10513,13468,1535,25,10128,9,1,1875,8050,1920,2,8000000
10514,13469,1540,30,10128,20,0,2517,8150,1910,2,5400000
10515,13470,1545,22,10028,24,2,2554,11748,1910,2,8551835
10516,13471,1546,20,10028,10,0,2554,8835,1920,2,6600000
10517,13473,1547,104,10028,10,0,2248,5846,1920,2,4850000
10518,13476,1551,131,10128,10,0,2013,6570,1920,2,5310000
10519,13478,1554,2,10128,8,2,2000,7535,1910,2,6500000
10520,13480,1554,3,10128,8,2,2000,7535,1910,2,6200000
10521,13481,1554,28,10128,40,2,5116,21640,1910,2,22795500
10522,13482,1562,14,10028,20,0,2554,8555,1905,2,10750000
10523,13483,1563,43,10028,4,0,2043,5815,1925,2,6175000
10524,13486,1567,29,10128,20,0,2738,8965,1928,2,6800000
10525,13487,1579,41,10028,20,0,2554,8120,1910,2,6500000
10526,13488,1580,46,10028,10,0,2554,8065,1910,2,11200000
10527,13489,1581,40,10028,17,0,2554,8145,1925,2,5828968
10528,13491,1582,13,10028,9,0,2554,8375,1910,2,8140000
10529,13497,1584,20,10128,10,0,2517,8745,1910,2,10350000
10530,13498,1513,68,10028,20,0,2605,9745,1916,2,12500000
10531,13499,1522,158,10128,16,1,2562,15596,1920,2,15800000
10532,13501,1559,19,10075,233,5,31058,277073,1956,2,34340699
10533,13502,1577,44,10028,15,0,2554,9630,1920,2,7314907
11160,14185,1562,18,10028,14,0,2554,10560,1910,2,550000
